disasterNumber,stateCode,incidentType,declarationType,totalNumberIaApproved,totalAmountIhpApproved,totalAmountHaApproved,totalAmountOnaApproved,totalObligatedAmountPa,totalObligatedAmountCatAb,totalObligatedAmountCatC2g,totalObligatedAmountHmgp
3299,NY,Severe Storm,Emergency,NA,NA,NA,NA,11498194.84,10046653.19,0,NA
3298,ME,Severe Storm,Emergency,NA,NA,NA,NA,NA,NA,NA,NA
3297,NH,Severe Storm,Emergency,NA,NA,NA,NA,NA,NA,NA,NA
3296,MA,Severe Storm,Emergency,NA,NA,NA,NA,NA,NA,NA,NA
1811,SD,Snowstorm,Major Disaster,NA,NA,NA,NA,5825275.23,319740.39,5486438.33,1134370
1810,CA,Fire,Major Disaster,NA,NA,NA,NA,55930929.34,40263757.18,15594457.47,8166071.75
2792,CA,Fire,Fire Management,NA,NA,NA,NA,165914.83,157317.74,NA,0
2791,CA,Fire,Fire Management,NA,NA,NA,NA,NA,NA,NA,0
2790,CA,Fire,Fire Management,NA,NA,NA,NA,NA,NA,NA,0
1809,MO,Severe Storm,Major Disaster,NA,NA,NA,NA,8529243.13,1331527.78,7090658.85,139569
1808,KS,Severe Storm,Major Disaster,NA,NA,NA,NA,3364325.1,189696.35,2935586.8,319768
1806,FL,Hurricane,Major Disaster,NA,NA,NA,NA,1107827.99,415990.06,407110.11,3947586.15
1804,AR,Severe Storm,Major Disaster,NA,NA,NA,NA,2543014.21,852550.36,1683452.85,311362
2789,CA,Fire,Fire Management,NA,NA,NA,NA,4417991.95,639090.91,NA,0
2788,CA,Fire,Fire Management,NA,NA,NA,NA,2416515.89,649676.67,NA,0
1803,OK,Severe Storm,Major Disaster,NA,NA,NA,NA,6149283.51,62016.6,5923527.91,725370.39
1802,KY,Severe Storm,Major Disaster,NA,NA,NA,NA,18812748.86,13423088.38,4869890.36,2710679
1801,NC,Severe Storm,Major Disaster,NA,NA,NA,NA,4657982,1440783.27,3071593.91,466669
1800,IL,Severe Storm,Major Disaster,NA,NA,NA,NA,27884821.59,10219096.54,17488404.91,10859257.12
1799,NH,Severe Storm,Major Disaster,NA,NA,NA,NA,823848.76,67615.9,756068.62,319962
1798,PR,Severe Storm,Major Disaster,NA,NA,NA,NA,24304226.68,4346712.06,19496993.33,4813241
1796,AK,Severe Storm,Major Disaster,NA,NA,NA,NA,12186818.01,1089112.9,10421346.21,1787687
1797,AL,Severe Storm,Major Disaster,NA,NA,NA,NA,5940451.74,1118829.25,4396630.01,1905215
1795,IN,Severe Storm,Major Disaster,NA,NA,NA,NA,25003384.15,14164269.43,9883034.52,3249259
1794,MS,Hurricane,Major Disaster,NA,NA,NA,NA,24732240.18,14079869.38,9554296.04,2894813
3287,CA,Fire,Emergency,NA,NA,NA,NA,246230084.1,245295902,NA,NA
1793,AR,Hurricane,Major Disaster,NA,NA,NA,NA,3895660.58,662127.06,3216753.75,608954
2787,OR,Fire,Fire Management,NA,NA,NA,NA,385577.91,169822,NA,0
1792,LA,Hurricane,Major Disaster,NA,NA,NA,NA,220671368.7,123344926.2,88386279.47,46846463.2
1791,TX,Hurricane,Major Disaster,NA,NA,NA,NA,2225591611,1310356181,837315245.3,383916059.8
1790,VT,Severe Storm,Major Disaster,NA,NA,NA,NA,4570622.52,191540.21,4339131.55,604887
3295,LA,Hurricane,Emergency,NA,NA,NA,NA,NA,NA,NA,NA
1789,AL,Hurricane,Major Disaster,NA,NA,NA,NA,7955261.42,1829034.73,5576907.69,1264949.02
3294,TX,Hurricane,Emergency,NA,NA,NA,NA,562028.74,562028.74,NA,NA
1788,ME,Severe Storm,Major Disaster,NA,NA,NA,NA,2660766.77,115109.71,2544618.23,0
3293,FL,Hurricane,Emergency,NA,NA,NA,NA,957955.64,926010.1,NA,NA
1787,NH,Severe Storm,Major Disaster,NA,NA,NA,NA,3673097.45,208435.76,3459158.78,555038
1786,LA,Hurricane,Major Disaster,NA,NA,NA,NA,710689494.9,515859373.5,152058304.4,186197546.1
2786,CA,Fire,Fire Management,NA,NA,NA,NA,595797.43,1909.53,NA,0
3292,AL,Hurricane,Emergency,NA,NA,NA,NA,611711.02,589645.02,NA,NA
3291,MS,Hurricane,Emergency,NA,NA,NA,NA,356530.38,344114.38,NA,NA
3289,LA,Hurricane,Emergency,NA,NA,NA,NA,NA,NA,NA,NA
3290,TX,Hurricane,Emergency,NA,NA,NA,NA,27385680.76,27155369.85,NA,NA
1785,FL,Severe Storm,Major Disaster,NA,NA,NA,NA,98294056.79,40325973.33,54851315.87,15748405
3288,FL,Severe Storm,Emergency,NA,NA,NA,NA,8915740.63,8889346.45,25932.75,NA
1784,VT,Severe Storm,Major Disaster,NA,NA,NA,NA,449482.54,180418.52,264534.22,52815
1783,NM,Severe Storm,Major Disaster,NA,NA,NA,NA,44426564.39,3613882.43,40338622.96,91806
1782,NH,Severe Storm,Major Disaster,NA,NA,NA,NA,1269313.62,538789.82,729640.38,206865
2785,TX,Fire,Fire Management,NA,NA,NA,NA,162011.13,13305,NA,0
1781,ID,Flood,Major Disaster,NA,NA,NA,NA,1655156.5,250629.68,1309133.42,192093
1780,TX,Hurricane,Major Disaster,NA,NA,NA,NA,66192238.19,41312387.2,22862265.3,14538117.54
1779,NE,Severe Storm,Major Disaster,NA,NA,NA,NA,12058395.64,4324047.97,7722877.57,1281647
1778,VT,Severe Storm,Major Disaster,NA,NA,NA,NA,1086864.23,10494.54,1070445.67,53071
1777,MI,Severe Storm,Major Disaster,NA,NA,NA,NA,14547910.96,3694972.87,10776393.99,1175154
2784,WA,Fire,Fire Management,NA,NA,NA,NA,2020851.57,26936.49,NA,0
2783,WA,Fire,Fire Management,NA,NA,NA,NA,1816465.98,44546.8,NA,0
1776,KS,Severe Storm,Major Disaster,NA,NA,NA,NA,55300511.2,3442262.9,50898705.78,5908173
1774,SD,Severe Storm,Major Disaster,NA,NA,NA,NA,4716310.17,230693.3,4425946.02,541355
1775,OK,Severe Storm,Major Disaster,NA,NA,NA,NA,9638507.73,711874.01,8615701.72,93369
2782,CA,Fire,Fire Management,NA,NA,NA,NA,NA,NA,NA,0
2781,CA,Fire,Fire Management,NA,NA,NA,NA,NA,NA,NA,0
2780,CA,Fire,Fire Management,NA,NA,NA,NA,NA,NA,NA,0
2779,AZ,Fire,Fire Management,NA,NA,NA,NA,167186.15,8697.78,NA,0
2778,CO,Fire,Fire Management,NA,NA,NA,NA,595258.71,4941.2,NA,0
2777,NM,Fire,Fire Management,NA,NA,NA,NA,406862.16,NA,NA,0
1773,MO,Severe Storm,Major Disaster,NA,NA,NA,NA,28697245.28,13489800.61,15062995.91,5317199
1772,MN,Severe Storm,Major Disaster,NA,NA,NA,NA,6361368.91,442756.09,5774481.57,779118
2776,CA,Fire,Fire Management,NA,NA,NA,NA,952269.39,4203.7,NA,0
2775,CA,Fire,Fire Management,NA,NA,NA,NA,NA,NA,NA,0
1770,NE,Severe Storm,Major Disaster,NA,NA,NA,NA,36258650.19,3260544.36,32835593.41,2865034
1769,WV,Severe Storm,Major Disaster,NA,NA,NA,NA,3985862.62,417833.3,3523766.57,812801
2774,TX,Fire,Fire Management,NA,NA,NA,NA,47322.51,NA,NA,0
2773,NC,Fire,Fire Management,NA,NA,NA,NA,4759982.52,NA,NA,0
1767,MT,Severe Storm,Major Disaster,NA,NA,NA,NA,3346388.88,15741.08,3267072.98,493091
2772,CA,Fire,Fire Management,NA,NA,NA,NA,2703561.16,95153.74,NA,0
2771,CA,Fire,Fire Management,NA,NA,NA,NA,13458920.53,424729.34,NA,0
2770,CA,Fire,Fire Management,NA,NA,NA,NA,33479.01,24336.61,NA,0
1766,IN,Severe Storm,Major Disaster,NA,NA,NA,NA,100905332.7,22002694.42,75422616.55,18074955
2769,OK,Fire,Fire Management,NA,NA,NA,NA,11390.36,NA,NA,0
2768,TX,Fire,Fire Management,NA,NA,NA,NA,292521.18,NA,NA,0
2767,TX,Fire,Fire Management,NA,NA,NA,NA,28163.31,NA,NA,0
1765,NE,Severe Storm,Major Disaster,NA,NA,NA,NA,499319.42,49698.18,442427.68,0
1764,MS,Severe Storm,Major Disaster,NA,NA,NA,NA,4330036.43,4163010.38,85852.56,295657
1763,IA,Severe Storm,Major Disaster,NA,NA,NA,NA,1155494246,250989227.2,873100944.3,274772523
1762,CO,Severe Storm,Major Disaster,NA,NA,NA,NA,NA,NA,NA,182642
1760,MO,Severe Storm,Major Disaster,NA,NA,NA,NA,NA,NA,NA,196919
1761,GA,Severe Storm,Major Disaster,NA,NA,NA,NA,10732656.8,7148287.99,3334457.14,1775988
2766,CA,Fire,Fire Management,NA,NA,NA,NA,10360215.7,362378.1,NA,0
1759,SD,Snowstorm,Major Disaster,NA,NA,NA,NA,7826995.83,271120.6,7543693.27,811968
1758,AR,Severe Storm,Major Disaster,NA,NA,NA,NA,2676958.28,1231171.54,1431427.8,587931
1757,KY,Severe Storm,Major Disaster,NA,NA,NA,NA,3499571.24,129307.62,3257223.37,488767
1756,OK,Severe Storm,Major Disaster,NA,NA,NA,NA,2229174.06,1309273.28,785865.78,10909
2765,FL,Fire,Fire Management,NA,NA,NA,NA,4286325.67,NA,NA,0
1755,ME,Flood,Major Disaster,NA,NA,NA,NA,2984256.53,538799.22,3315278.37,211419
1754,OK,Flood,Major Disaster,NA,NA,NA,NA,20695468.8,458980.05,19798316.75,75650
1753,MS,Severe Storm,Major Disaster,NA,NA,NA,NA,NA,NA,NA,116373
1752,OK,Severe Storm,Major Disaster,NA,NA,NA,NA,3020576.08,82107.37,2836362.71,1247
2764,TX,Fire,Fire Management,NA,NA,NA,NA,78506.85,NA,NA,0
2763,CA,Fire,Fire Management,NA,NA,NA,NA,1922531.45,33910.63,NA,0
3286,OH,Snowstorm,Emergency,NA,NA,NA,NA,7122145.99,7078992.19,NA,NA
2762,NM,Fire,Fire Management,NA,NA,NA,NA,2175243.15,NA,NA,0
2761,TX,Fire,Fire Management,NA,NA,NA,NA,41602.43,NA,NA,0
2760,CO,Fire,Fire Management,NA,NA,NA,NA,NA,NA,NA,0
2759,TX,Fire,Fire Management,NA,NA,NA,NA,24274.61,NA,NA,0
2758,TX,Fire,Fire Management,NA,NA,NA,NA,138933.54,NA,NA,0
2757,TX,Fire,Fire Management,NA,NA,NA,NA,139863.7,NA,NA,0
1751,AR,Severe Storm,Major Disaster,NA,NA,NA,NA,39745530.51,3673107.95,35711732.95,7267526
2756,OK,Fire,Fire Management,NA,NA,NA,NA,0,NA,NA,0
1750,GA,Severe Storm,Major Disaster,NA,NA,NA,NA,3505637.41,779414.42,2553779.99,932979
1749,MO,Severe Storm,Major Disaster,NA,NA,NA,NA,26045574.54,2638236.4,22891794.14,7387525
2755,TX,Fire,Fire Management,NA,NA,NA,NA,14978.67,NA,NA,0
3285,WI,Snowstorm,Emergency,NA,NA,NA,NA,8596849.56,8462882.85,NA,NA
2754,TX,Fire,Fire Management,NA,NA,NA,NA,65865.8,NA,NA,0
2753,TX,Fire,Fire Management,NA,NA,NA,NA,147786.26,NA,NA,0
2752,TX,Fire,Fire Management,NA,NA,NA,NA,195772.22,NA,NA,0
2751,TX,Fire,Fire Management,NA,NA,NA,NA,5099.94,NA,NA,0
3284,TX,Fire,Emergency,NA,NA,NA,NA,NA,NA,NA,NA
3283,IL,Snowstorm,Emergency,NA,NA,NA,NA,5046066.37,5013490.12,3156.11,NA
2750,TX,Fire,Fire Management,NA,NA,NA,NA,16699.86,NA,NA,0
1748,MO,Severe Ice Storm,Major Disaster,NA,NA,NA,NA,10068998.77,4645909.03,5391099.99,0
1747,IL,Severe Storm,Major Disaster,NA,NA,NA,NA,NA,NA,NA,493658
2749,TX,Fire,Fire Management,NA,NA,NA,NA,5698.56,NA,NA,0
2748,TX,Fire,Fire Management,NA,NA,NA,NA,1046537.88,NA,NA,0
2747,TX,Fire,Fire Management,NA,NA,NA,NA,65863.96,NA,NA,0
2746,OK,Fire,Fire Management,NA,NA,NA,NA,0,NA,NA,0
2745,TX,Fire,Fire Management,NA,NA,NA,NA,36654.85,NA,NA,0
2744,TX,Fire,Fire Management,NA,NA,NA,NA,729435.27,NA,NA,0
1746,KY,Severe Storm,Major Disaster,NA,NA,NA,NA,4765349.85,1545213.95,2883445.24,2271823
2743,TX,Fire,Fire Management,NA,NA,NA,NA,324663.6,NA,NA,0
2742,TX,Fire,Fire Management,NA,NA,NA,NA,728769.26,0,NA,0
1745,TN,Severe Storm,Major Disaster,NA,NA,NA,NA,15633642.31,5888668.93,9517511.69,2847013
1744,AR,Severe Storm,Major Disaster,NA,NA,NA,NA,4912916.3,2051785.36,2803847.34,1692900
1743,HI,Severe Storm,Major Disaster,NA,NA,NA,NA,2629570,1000841.59,1526800.41,339127
1742,MO,Severe Storm,Major Disaster,NA,NA,NA,NA,1334506.76,191135.32,1126687.79,111712
1741,KS,Severe Storm,Major Disaster,NA,NA,NA,NA,227086533.1,20961968.95,203016247.9,21234684
1740,IN,Severe Storm,Major Disaster,NA,NA,NA,NA,4976848.47,1106726.53,3700701.27,1300611
1739,NE,Severe Ice Storm,Major Disaster,NA,NA,NA,NA,2895288.73,848668.63,2042503.41,33064
1738,NV,Severe Storm,Major Disaster,NA,NA,NA,NA,1112379.14,389759.18,682088.96,100726
1737,IA,Severe Ice Storm,Major Disaster,NA,NA,NA,NA,28052065.58,6899645.98,20569367.2,4620556
1736,MO,Severe Ice Storm,Major Disaster,NA,NA,NA,NA,24948123.75,17434937.19,7315053.96,2137722
1735,OK,Severe Ice Storm,Major Disaster,NA,NA,NA,NA,98996546.81,66157314.78,29980755.51,9834760
3282,KS,Severe Storm,Emergency,NA,NA,NA,NA,NA,NA,NA,NA
3281,MO,Severe Ice Storm,Emergency,NA,NA,NA,NA,NA,NA,NA,NA
3280,OK,Severe Ice Storm,Emergency,NA,NA,NA,NA,NA,NA,NA,NA
1734,WA,Severe Storm,Major Disaster,NA,NA,NA,NA,61647972.98,14805955.64,44277323.8,9535992
1733,OR,Severe Storm,Major Disaster,NA,NA,NA,NA,55917310.24,8074400.58,45855402.11,15310499
1732,IN,Severe Storm,Major Disaster,NA,NA,NA,NA,NA,NA,NA,802654
2741,NM,Fire,Fire Management,NA,NA,NA,NA,58525.77,NA,NA,0
2740,HI,Fire,Fire Management,NA,NA,NA,NA,237638.12,2302.94,NA,0
3279,CA,Fire,Emergency,NA,NA,NA,NA,NA,NA,NA,NA
2739,CA,Fire,Fire Management,NA,NA,NA,NA,NA,NA,NA,0
2738,CA,Fire,Fire Management,NA,NA,NA,NA,NA,NA,NA,0
2737,CA,Fire,Fire Management,NA,NA,NA,NA,NA,NA,NA,0
2736,CA,Fire,Fire Management,NA,NA,NA,NA,NA,NA,NA,0
2735,CA,Fire,Fire Management,NA,NA,NA,NA,NA,NA,NA,0
2734,CA,Fire,Fire Management,NA,NA,NA,NA,NA,NA,NA,0
2733,CA,Fire,Fire Management,NA,NA,NA,NA,NA,NA,NA,0
2732,CA,Fire,Fire Management,NA,NA,NA,NA,NA,NA,NA,0
1730,TX,Severe Storm,Major Disaster,NA,NA,NA,NA,NA,NA,NA,454660
1729,IL,Severe Storm,Major Disaster,NA,NA,NA,NA,16677630.18,14497502.65,2274835.58,2708300
2731,WA,Fire,Fire Management,NA,NA,NA,NA,390948.83,5060.09,NA,0
1728,MO,Severe Storm,Major Disaster,NA,NA,NA,NA,5571824.46,107254.64,5450630.59,313396
2730,MT,Fire,Fire Management,NA,NA,NA,NA,NA,NA,NA,0
2729,CA,Fire,Fire Management,NA,NA,NA,NA,3269576.83,172129.27,NA,0
2728,CA,Fire,Fire Management,NA,NA,NA,NA,3705037.74,207727.44,NA,0
1727,IA,Severe Storm,Major Disaster,NA,NA,NA,NA,6273629.81,555114.76,5542234.48,1200284
1726,ND,Severe Storm,Major Disaster,NA,NA,NA,NA,7797703.29,1964642.09,5559105.07,1248152
1725,ND,Severe Storm,Major Disaster,NA,NA,NA,NA,719520.31,15794.82,707202.55,3954
2727,OR,Fire,Fire Management,NA,NA,NA,NA,825529.81,18011.08,NA,0
1724,NY,Severe Storm,Major Disaster,NA,NA,NA,NA,NA,NA,NA,243792
1723,OK,Severe Storm,Major Disaster,NA,NA,NA,NA,1295072.88,79665.35,1181170.23,61821
2726,ID,Fire,Fire Management,NA,NA,NA,NA,119765.79,1525.43,NA,0
2725,ID,Fire,Fire Management,NA,NA,NA,NA,5539.53,2076.53,NA,0
1722,IL,Severe Storm,Major Disaster,NA,NA,NA,NA,NA,NA,NA,159288
1721,NE,Severe Storm,Major Disaster,NA,NA,NA,NA,1315541.44,47053.28,1265438.28,0
2724,ID,Fire,Fire Management,NA,NA,NA,NA,1978366.88,194950.43,NA,0
1720,OH,Severe Storm,Major Disaster,NA,NA,NA,NA,10749431.03,3361846.43,7358453.32,4523515
1719,WI,Severe Storm,Major Disaster,NA,NA,NA,NA,10250604.99,1741864.87,8492034.94,3247237
1718,OK,Severe Storm,Major Disaster,NA,NA,NA,NA,15871568.64,883626.61,14840653.64,1581929
3278,MN,Other,Emergency,NA,NA,NA,NA,3560273.15,3592835.96,NA,NA
2723,MT,Fire,Fire Management,NA,NA,NA,NA,0,NA,NA,0
3277,TX,Hurricane,Emergency,NA,NA,NA,NA,15338277.73,15399918.36,NA,NA
2722,HI,Fire,Fire Management,NA,NA,NA,NA,83628.49,1436.58,NA,0
2721,MT,Fire,Fire Management,NA,NA,NA,NA,4683929.84,148215.6,NA,0
2720,HI,Fire,Fire Management,NA,NA,NA,NA,481672.45,5054.64,NA,0
2719,WY,Fire,Fire Management,NA,NA,NA,NA,919183.24,NA,NA,0
1716,ME,Severe Storm,Major Disaster,NA,NA,NA,NA,1665070.31,99059.76,1593604.14,149208
2718,MT,Fire,Fire Management,NA,NA,NA,NA,18333090.05,380850.42,NA,0
1715,VT,Severe Storm,Major Disaster,NA,NA,NA,NA,4905985.03,201407.7,4743733.31,620770
1714,NE,Severe Storm,Major Disaster,NA,NA,NA,NA,2306258.82,75893.92,2223734.18,27051
2717,NV,Fire,Fire Management,NA,NA,NA,NA,231202.76,NA,NA,0
2716,SD,Fire,Fire Management,NA,NA,NA,NA,387966.83,NA,NA,0
2715,UT,Fire,Fire Management,NA,NA,NA,NA,1374650.98,NA,NA,0
1713,ND,Severe Storm,Major Disaster,NA,NA,NA,NA,2939821.65,295753.63,2178656.38,345661
2714,WA,Fire,Fire Management,NA,NA,NA,NA,1115187.66,1656.73,NA,0
2713,NV,Fire,Fire Management,NA,NA,NA,NA,787557.07,17698.2,NA,0
2712,OR,Fire,Fire Management,NA,NA,NA,NA,246723.76,10108.1,NA,0
2711,WA,Fire,Fire Management,NA,NA,NA,NA,1104733,1560.54,NA,0
2710,SD,Fire,Fire Management,NA,NA,NA,NA,1953897.04,24985.4,NA,0
2709,NV,Fire,Fire Management,NA,NA,NA,NA,NA,NA,NA,0
2708,CA,Fire,Fire Management,NA,NA,NA,NA,387864.37,NA,NA,0
2707,UT,Fire,Fire Management,NA,NA,NA,NA,1137113.61,NA,NA,0
2706,CA,Fire,Fire Management,NA,NA,NA,NA,564692.63,62825.97,NA,0
1712,OK,Severe Storm,Major Disaster,NA,NA,NA,NA,24196877.31,1820154.23,22347310.22,991359
2705,NV,Fire,Fire Management,NA,NA,NA,NA,83718.03,NA,NA,0
2704,NV,Fire,Fire Management,NA,NA,NA,NA,27045.7,1929.59,NA,0
1711,KS,Severe Storm,Major Disaster,NA,NA,NA,NA,31811618.94,3468315.72,27390490.69,1038831
1710,NY,Severe Storm,Major Disaster,NA,NA,NA,NA,12737075.85,3566927.67,7420102.25,1857348
2703,UT,Fire,Fire Management,NA,NA,NA,NA,94178.25,NA,NA,0
2702,CA,Fire,Fire Management,NA,NA,NA,NA,133037.28,NA,NA,0
1709,TX,Severe Storm,Major Disaster,NA,NA,NA,NA,64991768.07,5013808.21,59366574.49,8707734
2701,HI,Fire,Fire Management,NA,NA,NA,NA,269310.94,21996.03,NA,0
2696,FL,Fire,Fire Management,NA,NA,NA,NA,637475.79,637475.79,NA,0
2700,CA,Fire,Fire Management,NA,NA,NA,NA,710751.98,440843.32,NA,0
2699,AK,Fire,Fire Management,NA,NA,NA,NA,3501238.04,4440.83,NA,0
2698,CO,Fire,Fire Management,NA,NA,NA,NA,472378.63,5725.4,NA,0
1708,MO,Severe Storm,Major Disaster,NA,NA,NA,NA,7642999.09,1142606.34,6457306.31,456511
1707,OK,Severe Storm,Major Disaster,NA,NA,NA,NA,5918785.05,444131.72,5351905.66,231527
1706,NE,Severe Storm,Major Disaster,NA,NA,NA,NA,6109252.52,362549.23,5718317.04,831281
2697,GA,Fire,Fire Management,NA,NA,NA,NA,80752.71,7903.09,NA,0
1705,IA,Severe Storm,Major Disaster,NA,NA,NA,NA,12175172.49,670897.94,11293748.08,2957925
1704,RI,Severe Storm,Major Disaster,NA,NA,NA,NA,592556.62,57543.51,547536.61,31532
1703,KY,Severe Storm,Major Disaster,NA,NA,NA,NA,3337603.76,435292.86,2894410.76,423213
1701,MA,Severe Storm,Major Disaster,NA,NA,NA,NA,8293666.78,1640046.85,6654062.84,439600
2695,NJ,Fire,Fire Management,NA,NA,NA,NA,NA,NA,NA,0
1700,CT,Severe Storm,Major Disaster,NA,NA,NA,NA,4843030.23,720243.04,4182022.67,660034
2694,CA,Fire,Fire Management,NA,NA,NA,NA,1625345.68,163897.61,NA,0
2693,GA,Fire,Fire Management,NA,NA,NA,NA,3513567.09,646395.1,NA,0
2692,FL,Fire,Fire Management,NA,NA,NA,NA,2004861.4,2004861.4,NA,0
2691,CA,Fire,Fire Management,NA,NA,NA,NA,1216511.92,185593.25,NA,0
2690,FL,Fire,Fire Management,NA,NA,NA,NA,1079834.92,1079834.92,NA,0
2689,FL,Fire,Fire Management,NA,NA,NA,NA,13792363.24,13792363.24,NA,0
1699,KS,Severe Storm,Major Disaster,NA,NA,NA,NA,88439351.38,11507911.04,75731892.09,11181858
2688,GA,Fire,Fire Management,NA,NA,NA,NA,1228860.77,274544.17,NA,0
1698,VT,Severe Storm,Major Disaster,NA,NA,NA,NA,3563486.84,804204.08,2791537.38,506120
2687,FL,Fire,Fire Management,NA,NA,NA,NA,4883323.68,4883323.68,NA,0
1696,WV,Severe Storm,Major Disaster,NA,NA,NA,NA,6708634.83,615680.44,6086077.94,877049
1697,TX,Severe Storm,Major Disaster,NA,NA,NA,NA,NA,NA,NA,1638715
1695,NH,Severe Storm,Major Disaster,NA,NA,NA,NA,23206738.62,2966351.43,20372449.16,3622962
2686,GA,Fire,Fire Management,NA,NA,NA,NA,1333559.35,165469.13,NA,0
1694,NJ,Severe Storm,Major Disaster,NA,NA,NA,NA,18376605.51,10209897.79,7543513.67,4954462
1693,ME,Severe Storm,Major Disaster,NA,NA,NA,NA,25954650.36,3758315.1,22212449.16,2554032
1692,NY,Severe Storm,Major Disaster,NA,NA,NA,NA,85457156.97,11882512.61,62731744.96,1680577
1691,ME,Flood,Major Disaster,NA,NA,NA,NA,1241633.57,62621.91,1202083.38,186168
2685,GA,Fire,Fire Management,NA,NA,NA,NA,19179060.64,5956286.55,NA,0
1666,AK,Fire,Major Disaster,NA,NA,NA,NA,3058863.94,3025216.69,0,339901
1690,NM,Severe Storm,Major Disaster,NA,NA,NA,NA,NA,NA,NA,0
3275,IA,Snowstorm,Emergency,NA,NA,NA,NA,2865308.55,2802803.93,NA,NA
2684,FL,Fire,Fire Management,NA,NA,NA,NA,162574.07,162574.07,NA,0
1688,IA,Severe Storm,Major Disaster,NA,NA,NA,NA,65377279.14,13939362.28,50951621.84,8187875
1689,CA,Freezing,Major Disaster,NA,NA,NA,NA,NA,NA,NA,1141292
3274,IN,Snowstorm,Emergency,NA,NA,NA,NA,9119854.72,9138717.94,NA,NA
2683,CA,Fire,Fire Management,NA,NA,NA,NA,2018598.83,103132.29,NA,0
1687,AL,Severe Storm,Major Disaster,NA,NA,NA,NA,10437817.83,3032359.16,7388636.85,1560380
1686,GA,Severe Storm,Major Disaster,NA,NA,NA,NA,50808150.05,29983464.9,20449721.81,8877853
2682,NM,Fire,Fire Management,NA,NA,NA,NA,89839.23,NA,NA,0
3273,NY,Snowstorm,Emergency,NA,NA,NA,NA,2617215.44,2150970.01,NA,NA
1685,LA,Severe Storm,Major Disaster,NA,NA,NA,NA,NA,NA,NA,0
1684,PA,Severe Storm,Major Disaster,NA,NA,NA,NA,10083964.13,1480899.87,8556389.45,1223627
1683,OR,Severe Storm,Major Disaster,NA,NA,NA,NA,5095726.19,1278165.2,3845431.28,893692
1682,WA,Severe Storm,Major Disaster,NA,NA,NA,NA,30374675.17,8487345.37,21269934.67,4507985
1681,IL,Severe Ice Storm,Major Disaster,NA,NA,NA,NA,21894005.83,12401650.88,9709104.75,2866338
1680,FL,Severe Storm,Major Disaster,NA,NA,NA,NA,NA,NA,NA,238501
1679,FL,Severe Storm,Major Disaster,NA,NA,NA,NA,10278159.2,7638572.95,2374495.13,2327370
1678,OK,Severe Storm,Major Disaster,NA,NA,NA,NA,75910130.6,35316542.58,40198398.8,9858211
1677,OK,Severe Storm,Major Disaster,NA,NA,NA,NA,6768439.14,530628.13,6196747.37,237184
1676,MO,Severe Ice Storm,Major Disaster,NA,NA,NA,NA,106468427.8,50424683.6,55998359.05,16724761
3272,OK,Severe Ice Storm,Emergency,NA,NA,NA,NA,2140920.65,2086189.37,0,NA
1675,KS,Severe Storm,Major Disaster,NA,NA,NA,NA,240543859.6,2159373.67,237654268.1,32870167
1674,NE,Severe Storm,Major Disaster,NA,NA,NA,NA,124357843.3,4764531.32,119436182.1,17408694
3271,CO,Snowstorm,Emergency,NA,NA,NA,NA,1322697.68,1320410.25,NA,NA
3270,CO,Snowstorm,Emergency,NA,NA,NA,NA,8606436.54,8610144.47,NA,NA
3269,IL,Snowstorm,Emergency,NA,NA,NA,NA,6247181.91,6274637.67,NA,NA
1673,MO,Severe Storm,Major Disaster,NA,NA,NA,NA,6654375.1,5436752.43,1193597.49,1213406
1672,OR,Severe Storm,Major Disaster,NA,NA,NA,NA,4290223.59,1187862.31,3152429.25,1340672
1670,NY,Severe Storm,Major Disaster,NA,NA,NA,NA,30215066.75,1842018.13,24695916.93,0
1671,WA,Severe Storm,Major Disaster,NA,NA,NA,NA,29311170.4,6411805.81,21462981.8,4299208
1669,AK,Severe Storm,Major Disaster,NA,NA,NA,NA,9244257.84,1454023.1,7450873.21,1055799
2681,CA,Fire,Fire Management,NA,NA,NA,NA,1153198.47,79387.8,NA,0
2680,TX,Fire,Fire Management,NA,NA,NA,NA,6432.11,NA,NA,0
2679,NV,Fire,Fire Management,NA,NA,NA,NA,20431.52,NA,NA,0
1667,MO,Severe Storm,Major Disaster,NA,NA,NA,NA,670103.7,NA,670103.7,128567
1668,LA,Severe Storm,Major Disaster,NA,NA,NA,NA,10048518.85,656308.69,9236288.81,0
2678,CA,Fire,Fire Management,NA,NA,NA,NA,8312749.56,364617.67,NA,0
1665,NY,Severe Storm,Major Disaster,NA,NA,NA,NA,112329438.7,107788894.8,2005515.19,7291700
1664,HI,Earthquake,Major Disaster,NA,NA,NA,NA,20136568.72,2231924.98,16598853.46,1660378
1663,AK,Severe Storm,Major Disaster,NA,NA,NA,NA,9169973.3,783529.61,8173862.99,1257854
3268,NY,Snowstorm,Emergency,NA,NA,NA,NA,NA,NA,NA,NA
1662,IN,Severe Storm,Major Disaster,NA,NA,NA,NA,NA,NA,NA,939730
2677,CA,Fire,Fire Management,NA,NA,NA,NA,1537959,144237.36,NA,0
1661,VA,Severe Storm,Major Disaster,NA,NA,NA,NA,37319126.81,13118437.56,21598221.43,1713943
2676,CA,Fire,Fire Management,NA,NA,NA,NA,236644,2875.55,NA,0
2675,TX,Fire,Fire Management,NA,NA,NA,NA,3584.55,NA,NA,0
